carList
9	20	40	25.0	800.0	500.0	0.32
30	32	40	39.0	1280.0	1248.0	0.22
31	36	40	1.0	1440.0	36.0	0.27
22	36	30	6.0	1080.0	216.0	0.32
23	40	25	12.0	1000.0	480.0	0.33
2	28	30	28.0	840.0	784.0	0.34
40	36	40	22.0	1440.0	792.0	0.32
41	40	40	0.025	1600.0	1.0	0.35
42	44	20	13.0	880.0	572.0	0.27
24	44	20	17.0	880.0	748.0	0.34
3	32	30	12.0	960.0	384.0	0.35
45	20	40	40.0	800.0	800.0	0.18
35	52	40	39.0	2080.0	2028.0	0.42
1	24	40	20.0	960.0	480.0	0.3
4	36	30	6.0	1080.0	216.0	0.31
25	48	15	4.0	720.0	192.0	0.36
15	44	20	17.0	880.0	748.0	0.37
46	24	40	3.0	960.0	72.0	0.36
5	40	25	12.0	1000.0	480.0	0.32
51	44	40	33.5	1760.0	1474.0	0.32
52	48	20	18.0	960.0	864.0	0.35
6	44	20	17.0	880.0	748.0	0.39
12	32	30	12.0	960.0	384.0	0.32
18	20	40	25.0	800.0	500.0	0.35
50	40	40	40.0	1600.0	1600.0	0.33

carListByRemainingRange poll
39	32	15	0.0	480.0	0.0	0.34
41	40	40	0.025	1600.0	1.0	0.35
31	36	40	1.0	1440.0	36.0	0.27
8	52	15	1.0	780.0	52.0	0.36
17	52	15	1.0	780.0	52.0	0.32
26	52	15	1.0	780.0	52.0	0.31
46	24	40	3.0	960.0	72.0	0.36
38	28	15	5.0	420.0	140.0	0.32
7	48	15	4.0	720.0	192.0	0.37
16	48	15	4.0	720.0	192.0	0.34
25	48	15	4.0	720.0	192.0	0.36
4	36	30	6.0	1080.0	216.0	0.31
13	36	30	6.0	1080.0	216.0	0.32
22	36	30	6.0	1080.0	216.0	0.32
47	28	20	10.0	560.0	280.0	0.33
49	36	15	8.0	540.0	288.0	0.31
28	24	15	14.0	360.0	336.0	0.38
3	32	30	12.0	960.0	384.0	0.35
12	32	30	12.0	960.0	384.0	0.32
21	32	30	12.0	960.0	384.0	0.29
27	20	20	20.0	400.0	400.0	0.39
29	28	15	14.5	420.0	406.0	0.24
34	48	15	9.0	720.0	432.0	0.31
33	44	15	10.0	660.0	440.0	0.3
48	32	15	14.0	480.0	448.0	0.38
37	24	20	19.0	480.0	456.0	0.19
44	52	15	9.1	780.0	473.2	0.22
1	24	40	20.0	960.0	480.0	0.3
5	40	25	12.0	1000.0	480.0	0.32
10	24	40	20.0	960.0	480.0	0.3
14	40	25	12.0	1000.0	480.0	0.33
19	24	40	20.0	960.0	480.0	0.37
23	40	25	12.0	1000.0	480.0	0.33
0	20	40	25.0	800.0	500.0	0.3
9	20	40	25.0	800.0	500.0	0.32
18	20	40	25.0	800.0	500.0	0.35
42	44	20	13.0	880.0	572.0	0.27
43	48	15	12.5	720.0	600.0	0.19
6	44	20	17.0	880.0	748.0	0.39
15	44	20	17.0	880.0	748.0	0.37
24	44	20	17.0	880.0	748.0	0.34
32	40	20	19.0	800.0	760.0	0.28
36	20	40	39.0	800.0	780.0	0.41
53	52	15	15.0	780.0	780.0	0.37
2	28	30	28.0	840.0	784.0	0.34
11	28	30	28.0	840.0	784.0	0.3
20	28	30	28.0	840.0	784.0	0.31
40	36	40	22.0	1440.0	792.0	0.32
45	20	40	40.0	800.0	800.0	0.18
52	48	20	18.0	960.0	864.0	0.35
30	32	40	39.0	1280.0	1248.0	0.22
51	44	40	33.5	1760.0	1474.0	0.32
50	40	40	40.0	1600.0	1600.0	0.33
35	52	40	39.0	2080.0	2028.0	0.42

carListByTotalRange poll
28	24	15	14.0	360.0	336.0	0.38
27	20	20	20.0	400.0	400.0	0.39
29	28	15	14.5	420.0	406.0	0.24
38	28	15	5.0	420.0	140.0	0.32
37	24	20	19.0	480.0	456.0	0.19
39	32	15	0.0	480.0	0.0	0.34
48	32	15	14.0	480.0	448.0	0.38
49	36	15	8.0	540.0	288.0	0.31
47	28	20	10.0	560.0	280.0	0.33
33	44	15	10.0	660.0	440.0	0.3
7	48	15	4.0	720.0	192.0	0.37
16	48	15	4.0	720.0	192.0	0.34
25	48	15	4.0	720.0	192.0	0.36
34	48	15	9.0	720.0	432.0	0.31
43	48	15	12.5	720.0	600.0	0.19
8	52	15	1.0	780.0	52.0	0.36
17	52	15	1.0	780.0	52.0	0.32
26	52	15	1.0	780.0	52.0	0.31
44	52	15	9.1	780.0	473.2	0.22
53	52	15	15.0	780.0	780.0	0.37
0	20	40	25.0	800.0	500.0	0.3
9	20	40	25.0	800.0	500.0	0.32
18	20	40	25.0	800.0	500.0	0.35
32	40	20	19.0	800.0	760.0	0.28
36	20	40	39.0	800.0	780.0	0.41
45	20	40	40.0	800.0	800.0	0.18
2	28	30	28.0	840.0	784.0	0.34
11	28	30	28.0	840.0	784.0	0.3
20	28	30	28.0	840.0	784.0	0.31
6	44	20	17.0	880.0	748.0	0.39
15	44	20	17.0	880.0	748.0	0.37
24	44	20	17.0	880.0	748.0	0.34
42	44	20	13.0	880.0	572.0	0.27
1	24	40	20.0	960.0	480.0	0.3
3	32	30	12.0	960.0	384.0	0.35
10	24	40	20.0	960.0	480.0	0.3
12	32	30	12.0	960.0	384.0	0.32
19	24	40	20.0	960.0	480.0	0.37
21	32	30	12.0	960.0	384.0	0.29
46	24	40	3.0	960.0	72.0	0.36
52	48	20	18.0	960.0	864.0	0.35
5	40	25	12.0	1000.0	480.0	0.32
14	40	25	12.0	1000.0	480.0	0.33
23	40	25	12.0	1000.0	480.0	0.33
4	36	30	6.0	1080.0	216.0	0.31
13	36	30	6.0	1080.0	216.0	0.32
22	36	30	6.0	1080.0	216.0	0.32
30	32	40	39.0	1280.0	1248.0	0.22
31	36	40	1.0	1440.0	36.0	0.27
40	36	40	22.0	1440.0	792.0	0.32
41	40	40	0.025	1600.0	1.0	0.35
50	40	40	40.0	1600.0	1600.0	0.33
51	44	40	33.5	1760.0	1474.0	0.32
35	52	40	39.0	2080.0	2028.0	0.42

carListByRemainingRange iterator
39	32	15	0.0	480.0	0.0	0.34
41	40	40	0.025	1600.0	1.0	0.35
17	52	15	1.0	780.0	52.0	0.32
8	52	15	1.0	780.0	52.0	0.36
31	36	40	1.0	1440.0	36.0	0.27
7	48	15	4.0	720.0	192.0	0.37
4	36	30	6.0	1080.0	216.0	0.31
13	36	30	6.0	1080.0	216.0	0.32
26	52	15	1.0	780.0	52.0	0.31
3	32	30	12.0	960.0	384.0	0.35
46	24	40	3.0	960.0	72.0	0.36
16	48	15	4.0	720.0	192.0	0.34
49	36	15	8.0	540.0	288.0	0.31
21	32	30	12.0	960.0	384.0	0.29
12	32	30	12.0	960.0	384.0	0.32
14	40	25	12.0	1000.0	480.0	0.33
34	48	15	9.0	720.0	432.0	0.31
22	36	30	6.0	1080.0	216.0	0.32
42	44	20	13.0	880.0	572.0	0.27
44	52	15	9.1	780.0	473.2	0.22
27	20	20	20.0	400.0	400.0	0.39
28	24	15	14.0	360.0	336.0	0.38
38	28	15	5.0	420.0	140.0	0.32
47	28	20	10.0	560.0	280.0	0.33
5	40	25	12.0	1000.0	480.0	0.32
48	32	15	14.0	480.0	448.0	0.38
18	20	40	25.0	800.0	500.0	0.35
20	28	30	28.0	840.0	784.0	0.31
1	24	40	20.0	960.0	480.0	0.3
29	28	15	14.5	420.0	406.0	0.24
30	32	40	39.0	1280.0	1248.0	0.22
0	20	40	25.0	800.0	500.0	0.3
32	40	20	19.0	800.0	760.0	0.28
23	40	25	12.0	1000.0	480.0	0.33
33	44	15	10.0	660.0	440.0	0.3
40	36	40	22.0	1440.0	792.0	0.32
2	28	30	28.0	840.0	784.0	0.34
24	44	20	17.0	880.0	748.0	0.34
43	48	15	12.5	720.0	600.0	0.19
11	28	30	28.0	840.0	784.0	0.3
45	20	40	40.0	800.0	800.0	0.18
35	52	40	39.0	2080.0	2028.0	0.42
36	20	40	39.0	800.0	780.0	0.41
10	24	40	20.0	960.0	480.0	0.3
37	24	20	19.0	480.0	456.0	0.19
15	44	20	17.0	880.0	748.0	0.37
25	48	15	4.0	720.0	192.0	0.36
9	20	40	25.0	800.0	500.0	0.32
51	44	40	33.5	1760.0	1474.0	0.32
52	48	20	18.0	960.0	864.0	0.35
53	52	15	15.0	780.0	780.0	0.37
6	44	20	17.0	880.0	748.0	0.39
19	24	40	20.0	960.0	480.0	0.37
50	40	40	40.0	1600.0	1600.0	0.33

carListByRemainingRange iterator local
39	32	15	0.0	480.0	0.0	0.34
41	40	40	0.025	1600.0	1.0	0.35
17	52	15	1.0	780.0	52.0	0.32
8	52	15	1.0	780.0	52.0	0.36
31	36	40	1.0	1440.0	36.0	0.27
7	48	15	4.0	720.0	192.0	0.37
4	36	30	6.0	1080.0	216.0	0.31
13	36	30	6.0	1080.0	216.0	0.32
26	52	15	1.0	780.0	52.0	0.31
3	32	30	12.0	960.0	384.0	0.35
46	24	40	3.0	960.0	72.0	0.36
16	48	15	4.0	720.0	192.0	0.34
49	36	15	8.0	540.0	288.0	0.31
21	32	30	12.0	960.0	384.0	0.29
12	32	30	12.0	960.0	384.0	0.32
14	40	25	12.0	1000.0	480.0	0.33
34	48	15	9.0	720.0	432.0	0.31
22	36	30	6.0	1080.0	216.0	0.32
42	44	20	13.0	880.0	572.0	0.27
44	52	15	9.1	780.0	473.2	0.22
27	20	20	20.0	400.0	400.0	0.39
28	24	15	14.0	360.0	336.0	0.38
38	28	15	5.0	420.0	140.0	0.32
47	28	20	10.0	560.0	280.0	0.33
5	40	25	12.0	1000.0	480.0	0.32
48	32	15	14.0	480.0	448.0	0.38
18	20	40	25.0	800.0	500.0	0.35
20	28	30	28.0	840.0	784.0	0.31
1	24	40	20.0	960.0	480.0	0.3
29	28	15	14.5	420.0	406.0	0.24
30	32	40	39.0	1280.0	1248.0	0.22
0	20	40	25.0	800.0	500.0	0.3
32	40	20	19.0	800.0	760.0	0.28
23	40	25	12.0	1000.0	480.0	0.33
33	44	15	10.0	660.0	440.0	0.3
40	36	40	22.0	1440.0	792.0	0.32
2	28	30	28.0	840.0	784.0	0.34
24	44	20	17.0	880.0	748.0	0.34
43	48	15	12.5	720.0	600.0	0.19
11	28	30	28.0	840.0	784.0	0.3
45	20	40	40.0	800.0	800.0	0.18
35	52	40	39.0	2080.0	2028.0	0.42
36	20	40	39.0	800.0	780.0	0.41
10	24	40	20.0	960.0	480.0	0.3
37	24	20	19.0	480.0	456.0	0.19
15	44	20	17.0	880.0	748.0	0.37
25	48	15	4.0	720.0	192.0	0.36
9	20	40	25.0	800.0	500.0	0.32
51	44	40	33.5	1760.0	1474.0	0.32
52	48	20	18.0	960.0	864.0	0.35
53	52	15	15.0	780.0	780.0	0.37
6	44	20	17.0	880.0	748.0	0.39
19	24	40	20.0	960.0	480.0	0.37
50	40	40	40.0	1600.0	1600.0	0.33

carListByTotalRange.poll().getTotalRangeInMiles() in [400.0,1080.0]
27	20	20	20.0	400.0	400.0	0.39	20	1	2	20	25	40	42
29	28	15	14.5	420.0	406.0	0.24	29	4	8	27	29	44	47
38	28	15	5.0	420.0	140.0	0.32	44	4	8	27	29	44	47
37	24	20	19.0	480.0	456.0	0.19	43	0	3	21	26	43	46
39	32	15	0.0	480.0	0.0	0.34	45	5	9	28	30	45	51
48	32	15	14.0	480.0	448.0	0.38	51	5	9	28	30	45	51
49	36	15	8.0	540.0	288.0	0.31	52	6	10	15	31	35	52
47	28	20	10.0	560.0	280.0	0.33	47	4	8	27	29	44	47
33	44	15	10.0	660.0	440.0	0.3	33	12	17	22	33	37	48
7	48	15	4.0	720.0	192.0	0.37	13	13	18	23	34	38	49
16	48	15	4.0	720.0	192.0	0.34	23	13	18	23	34	38	49
25	48	15	4.0	720.0	192.0	0.36	18	13	18	23	34	38	49
34	48	15	9.0	720.0	432.0	0.31	34	13	18	23	34	38	49
43	48	15	12.5	720.0	600.0	0.19	38	13	18	23	34	38	49
8	52	15	1.0	780.0	52.0	0.36	14	14	19	24	39	41	50
17	52	15	1.0	780.0	52.0	0.32	24	14	19	24	39	41	50
26	52	15	1.0	780.0	52.0	0.31	19	14	19	24	39	41	50
44	52	15	9.1	780.0	473.2	0.22	39	14	19	24	39	41	50
53	52	15	15.0	780.0	780.0	0.37	50	14	19	24	39	41	50
0	20	40	25.0	800.0	500.0	0.3	1	1	2	20	25	40	42
9	20	40	25.0	800.0	500.0	0.32	2	1	2	20	25	40	42
18	20	40	25.0	800.0	500.0	0.35	25	1	2	20	25	40	42
32	40	20	19.0	800.0	760.0	0.28	32	7	11	16	32	36	53
36	20	40	39.0	800.0	780.0	0.41	42	1	2	20	25	40	42
45	20	40	40.0	800.0	800.0	0.18	40	1	2	20	25	40	42
2	28	30	28.0	840.0	784.0	0.34	8	4	8	27	29	44	47
11	28	30	28.0	840.0	784.0	0.3	4	4	8	27	29	44	47
20	28	30	28.0	840.0	784.0	0.31	27	4	8	27	29	44	47
6	44	20	17.0	880.0	748.0	0.39	12	12	17	22	33	37	48
15	44	20	17.0	880.0	748.0	0.37	22	12	17	22	33	37	48
24	44	20	17.0	880.0	748.0	0.34	17	12	17	22	33	37	48
42	44	20	13.0	880.0	572.0	0.27	37	12	17	22	33	37	48
1	24	40	20.0	960.0	480.0	0.3	0	0	3	21	26	43	46
3	32	30	12.0	960.0	384.0	0.35	9	5	9	28	30	45	51
10	24	40	20.0	960.0	480.0	0.3	3	0	3	21	26	43	46
12	32	30	12.0	960.0	384.0	0.32	5	5	9	28	30	45	51
19	24	40	20.0	960.0	480.0	0.37	26	0	3	21	26	43	46
21	32	30	12.0	960.0	384.0	0.29	28	5	9	28	30	45	51
46	24	40	3.0	960.0	72.0	0.36	46	0	3	21	26	43	46
52	48	20	18.0	960.0	864.0	0.35	49	13	18	23	34	38	49
5	40	25	12.0	1000.0	480.0	0.32	11	7	11	16	32	36	53
14	40	25	12.0	1000.0	480.0	0.33	7	7	11	16	32	36	53
23	40	25	12.0	1000.0	480.0	0.33	16	7	11	16	32	36	53
4	36	30	6.0	1080.0	216.0	0.31	10	6	10	15	31	35	52
13	36	30	6.0	1080.0	216.0	0.32	6	6	10	15	31	35	52
22	36	30	6.0	1080.0	216.0	0.32	15	6	10	15	31	35	52

carListByRemainingRange.poll().getRemainingRangeInMiles() in [0.5,650.0]
41	40	40	0.025	1600.0	1.0	0.35	36	7	11	16	32	36	53
31	36	40	1.0	1440.0	36.0	0.27	31	6	10	15	31	35	52
8	52	15	1.0	780.0	52.0	0.36	14	14	19	24	39	41	50
17	52	15	1.0	780.0	52.0	0.32	24	14	19	24	39	41	50
26	52	15	1.0	780.0	52.0	0.31	19	14	19	24	39	41	50
46	24	40	3.0	960.0	72.0	0.36	46	0	3	21	26	43	46
38	28	15	5.0	420.0	140.0	0.32	44	4	8	27	29	44	47
7	48	15	4.0	720.0	192.0	0.37	13	13	18	23	34	38	49
16	48	15	4.0	720.0	192.0	0.34	23	13	18	23	34	38	49
25	48	15	4.0	720.0	192.0	0.36	18	13	18	23	34	38	49
4	36	30	6.0	1080.0	216.0	0.31	10	6	10	15	31	35	52
13	36	30	6.0	1080.0	216.0	0.32	6	6	10	15	31	35	52
22	36	30	6.0	1080.0	216.0	0.32	15	6	10	15	31	35	52
47	28	20	10.0	560.0	280.0	0.33	47	4	8	27	29	44	47
49	36	15	8.0	540.0	288.0	0.31	52	6	10	15	31	35	52
28	24	15	14.0	360.0	336.0	0.38	21	0	3	21	26	43	46
3	32	30	12.0	960.0	384.0	0.35	9	5	9	28	30	45	51
12	32	30	12.0	960.0	384.0	0.32	5	5	9	28	30	45	51
21	32	30	12.0	960.0	384.0	0.29	28	5	9	28	30	45	51
27	20	20	20.0	400.0	400.0	0.39	20	1	2	20	25	40	42
29	28	15	14.5	420.0	406.0	0.24	29	4	8	27	29	44	47
34	48	15	9.0	720.0	432.0	0.31	34	13	18	23	34	38	49
33	44	15	10.0	660.0	440.0	0.3	33	12	17	22	33	37	48
48	32	15	14.0	480.0	448.0	0.38	51	5	9	28	30	45	51
37	24	20	19.0	480.0	456.0	0.19	43	0	3	21	26	43	46
44	52	15	9.1	780.0	473.2	0.22	39	14	19	24	39	41	50
1	24	40	20.0	960.0	480.0	0.3	0	0	3	21	26	43	46
5	40	25	12.0	1000.0	480.0	0.32	11	7	11	16	32	36	53
10	24	40	20.0	960.0	480.0	0.3	3	0	3	21	26	43	46
14	40	25	12.0	1000.0	480.0	0.33	7	7	11	16	32	36	53
19	24	40	20.0	960.0	480.0	0.37	26	0	3	21	26	43	46
23	40	25	12.0	1000.0	480.0	0.33	16	7	11	16	32	36	53
0	20	40	25.0	800.0	500.0	0.3	1	1	2	20	25	40	42
9	20	40	25.0	800.0	500.0	0.32	2	1	2	20	25	40	42
18	20	40	25.0	800.0	500.0	0.35	25	1	2	20	25	40	42
42	44	20	13.0	880.0	572.0	0.27	37	12	17	22	33	37	48
43	48	15	12.5	720.0	600.0	0.19	38	13	18	23	34	38	49

carListByTotalRange iterator (if empty, you didn't refill carListByTotalRange after polling all of the elements)
28	24	15	14.0	360.0	336.0	0.38
27	20	20	20.0	400.0	400.0	0.39
29	28	15	14.5	420.0	406.0	0.24
33	44	15	10.0	660.0	440.0	0.3
38	28	15	5.0	420.0	140.0	0.32
48	32	15	14.0	480.0	448.0	0.38
16	48	15	4.0	720.0	192.0	0.34
34	48	15	9.0	720.0	432.0	0.31
43	48	15	12.5	720.0	600.0	0.19
26	52	15	1.0	780.0	52.0	0.31
37	24	20	19.0	480.0	456.0	0.19
8	52	15	1.0	780.0	52.0	0.36
49	36	15	8.0	540.0	288.0	0.31
20	28	30	28.0	840.0	784.0	0.31
0	20	40	25.0	800.0	500.0	0.3
14	40	25	12.0	1000.0	480.0	0.33
32	40	20	19.0	800.0	760.0	0.28
10	24	40	20.0	960.0	480.0	0.3
11	28	30	28.0	840.0	784.0	0.3
44	52	15	9.1	780.0	473.2	0.22
36	20	40	39.0	800.0	780.0	0.41
7	48	15	4.0	720.0	192.0	0.37
39	32	15	0.0	480.0	0.0	0.34
17	52	15	1.0	780.0	52.0	0.32
53	52	15	15.0	780.0	780.0	0.37
47	28	20	10.0	560.0	280.0	0.33
19	24	40	20.0	960.0	480.0	0.37
13	36	30	6.0	1080.0	216.0	0.32
21	32	30	12.0	960.0	384.0	0.29
9	20	40	25.0	800.0	500.0	0.32
30	32	40	39.0	1280.0	1248.0	0.22
31	36	40	1.0	1440.0	36.0	0.27
22	36	30	6.0	1080.0	216.0	0.32
23	40	25	12.0	1000.0	480.0	0.33
2	28	30	28.0	840.0	784.0	0.34
40	36	40	22.0	1440.0	792.0	0.32
41	40	40	0.025	1600.0	1.0	0.35
42	44	20	13.0	880.0	572.0	0.27
24	44	20	17.0	880.0	748.0	0.34
3	32	30	12.0	960.0	384.0	0.35
45	20	40	40.0	800.0	800.0	0.18
35	52	40	39.0	2080.0	2028.0	0.42
1	24	40	20.0	960.0	480.0	0.3
4	36	30	6.0	1080.0	216.0	0.31
25	48	15	4.0	720.0	192.0	0.36
15	44	20	17.0	880.0	748.0	0.37
46	24	40	3.0	960.0	72.0	0.36
5	40	25	12.0	1000.0	480.0	0.32
51	44	40	33.5	1760.0	1474.0	0.32
52	48	20	18.0	960.0	864.0	0.35
6	44	20	17.0	880.0	748.0	0.39
12	32	30	12.0	960.0	384.0	0.32
18	20	40	25.0	800.0	500.0	0.35
50	40	40	40.0	1600.0	1600.0	0.33

carListByRemainingRange iterator (if empty, you didn't refill carListByRemainingRange after polling all of the elements)
39	32	15	0.0	480.0	0.0	0.34
41	40	40	0.025	1600.0	1.0	0.35
17	52	15	1.0	780.0	52.0	0.32
8	52	15	1.0	780.0	52.0	0.36
31	36	40	1.0	1440.0	36.0	0.27
7	48	15	4.0	720.0	192.0	0.37
4	36	30	6.0	1080.0	216.0	0.31
13	36	30	6.0	1080.0	216.0	0.32
26	52	15	1.0	780.0	52.0	0.31
3	32	30	12.0	960.0	384.0	0.35
46	24	40	3.0	960.0	72.0	0.36
16	48	15	4.0	720.0	192.0	0.34
49	36	15	8.0	540.0	288.0	0.31
21	32	30	12.0	960.0	384.0	0.29
12	32	30	12.0	960.0	384.0	0.32
14	40	25	12.0	1000.0	480.0	0.33
34	48	15	9.0	720.0	432.0	0.31
22	36	30	6.0	1080.0	216.0	0.32
42	44	20	13.0	880.0	572.0	0.27
44	52	15	9.1	780.0	473.2	0.22
27	20	20	20.0	400.0	400.0	0.39
28	24	15	14.0	360.0	336.0	0.38
38	28	15	5.0	420.0	140.0	0.32
47	28	20	10.0	560.0	280.0	0.33
5	40	25	12.0	1000.0	480.0	0.32
48	32	15	14.0	480.0	448.0	0.38
18	20	40	25.0	800.0	500.0	0.35
20	28	30	28.0	840.0	784.0	0.31
1	24	40	20.0	960.0	480.0	0.3
29	28	15	14.5	420.0	406.0	0.24
30	32	40	39.0	1280.0	1248.0	0.22
0	20	40	25.0	800.0	500.0	0.3
32	40	20	19.0	800.0	760.0	0.28
23	40	25	12.0	1000.0	480.0	0.33
33	44	15	10.0	660.0	440.0	0.3
40	36	40	22.0	1440.0	792.0	0.32
2	28	30	28.0	840.0	784.0	0.34
24	44	20	17.0	880.0	748.0	0.34
43	48	15	12.5	720.0	600.0	0.19
11	28	30	28.0	840.0	784.0	0.3
45	20	40	40.0	800.0	800.0	0.18
35	52	40	39.0	2080.0	2028.0	0.42
36	20	40	39.0	800.0	780.0	0.41
10	24	40	20.0	960.0	480.0	0.3
37	24	20	19.0	480.0	456.0	0.19
15	44	20	17.0	880.0	748.0	0.37
25	48	15	4.0	720.0	192.0	0.36
9	20	40	25.0	800.0	500.0	0.32
51	44	40	33.5	1760.0	1474.0	0.32
